1	6.6891e-01	5.9460e-01	0.033739
2	3.2937e-01	2.4911e-01	0.056682
3	1.2223e-01	7.5020e-02	0.08441
4	4.2383e-02	2.1516e-02	0.102504
5	1.8852e-02	8.2193e-03	0.124615
6	8.6945e-03	3.4291e-03	0.145207
7	4.7955e-03	1.8617e-03	0.164447
8	2.5996e-03	1.2179e-03	0.18697
9	2.1096e-03	1.1234e-03	0.208978
10	1.8961e-03	1.1373e-03	0.230996
11	1.8760e-03	1.1773e-03	0.253487
12	1.8392e-03	1.2002e-03	0.276328
13	1.8507e-03	1.2332e-03	0.304668
14	1.8038e-03	1.2546e-03	0.326986
15	1.8311e-03	1.2671e-03	0.356879
16	1.7912e-03	1.2664e-03	0.381034
17	1.7295e-03	1.2673e-03	0.410648
18	1.7220e-03	1.2641e-03	0.437333
19	1.6767e-03	1.2593e-03	0.46675
20	1.6549e-03	1.2605e-03	0.497681
21	1.6424e-03	1.2638e-03	0.526928
22	1.6054e-03	1.2641e-03	0.558834
23	1.5580e-03	1.2598e-03	0.589994
24	1.5787e-03	1.2593e-03	0.621289
25	1.5786e-03	1.2594e-03	0.654783
26	1.5787e-03	1.2599e-03	0.687277
27	1.5787e-03	1.2599e-03	0.726345
28	1.5787e-03	1.2599e-03	0.755777
29	1.5777e-03	1.2594e-03	0.789467
30	1.5777e-03	1.2593e-03	0.83224
31	1.5777e-03	1.2593e-03	0.865473
32	1.5777e-03	1.2593e-03	0.909372
33	1.5777e-03	1.2593e-03	0.946739
34	1.5777e-03	1.2593e-03	0.982779
35	1.5777e-03	1.2593e-03	1.0258
36	1.5777e-03	1.2593e-03	1.06552
37	1.5777e-03	1.2593e-03	1.10243
38	1.5777e-03	1.2593e-03	1.15889
39	1.5777e-03	1.2593e-03	1.20371
40	1.5777e-03	1.2593e-03	1.35535
