1	7.8268e-01	6.7053e-01	0.015894
2	4.6467e-01	3.7121e-01	0.042947
3	2.1210e-01	1.6219e-01	0.051047
4	8.8984e-02	6.1473e-02	0.066095
5	3.8233e-02	2.4987e-02	0.07492
6	2.0175e-02	1.1491e-02	0.087259
7	9.7091e-03	5.0055e-03	0.099222
8	6.1065e-03	2.1274e-03	0.11297
9	2.4145e-03	1.0509e-03	0.129356
10	2.5952e-03	1.7497e-03	0.142291
11	4.0135e-03	2.9180e-03	0.153399
12	5.2540e-03	4.1868e-03	0.16692
13	7.0828e-03	5.7829e-03	0.181355
14	8.9031e-03	7.4685e-03	0.195092
15	1.0846e-02	9.2790e-03	0.210863
16	1.3213e-02	1.1286e-02	0.258058
17	1.5454e-02	1.3353e-02	0.238597
18	1.7721e-02	1.5810e-02	0.255219
19	2.0557e-02	1.8296e-02	0.272324
20	2.3483e-02	2.1220e-02	0.302385
21	2.6496e-02	2.3923e-02	0.304569
22	2.9167e-02	2.7178e-02	0.325945
23	3.2754e-02	3.0313e-02	0.346013
24	3.5348e-02	3.3957e-02	0.358565
25	3.9391e-02	3.7628e-02	0.378024
26	4.2771e-02	4.1670e-02	0.423791
27	4.7211e-02	4.5678e-02	0.429583
28	5.1197e-02	5.0289e-02	0.450242
29	5.5337e-02	5.4625e-02	0.47384
30	5.9900e-02	5.9974e-02	0.485934
31	6.4913e-02	6.4470e-02	0.503549
32	7.1051e-02	7.0904e-02	0.528501
33	7.6291e-02	7.5791e-02	0.54551
34	8.3349e-02	8.3265e-02	0.567279
35	8.7173e-02	8.8279e-02	0.591805
36	9.6766e-02	9.6843e-02	0.616254
37	1.0004e-01	1.0222e-01	0.644238
38	1.1077e-01	1.1181e-01	0.661453
39	1.1557e-01	1.1760e-01	0.693533
40	1.2670e-01	1.2854e-01	0.71973
