1	6.8082e-01	6.0803e-01	17.1886
2	3.4654e-01	2.6490e-01	23.5284
3	1.3995e-01	8.5089e-02	32.0047
4	5.4878e-02	2.7169e-02	40.3627
5	2.7731e-02	1.1610e-02	49.7342
6	1.5275e-02	5.6698e-03	59.235
7	9.5021e-03	3.1404e-03	67.7211
8	5.8978e-03	1.7832e-03	77.2
9	4.2119e-03	1.2004e-03	86.8853
10	2.8277e-03	7.5374e-04	95.9635
11	1.9840e-03	5.1059e-04	105.328
12	1.5921e-03	3.9002e-04	114.199
13	1.1582e-03	2.7255e-04	128.602
14	8.3109e-04	1.9080e-04	136.642
15	6.3064e-04	1.4655e-04	145.39
16	5.2719e-04	1.2167e-04	155.618
17	4.0025e-04	9.9509e-05	166.344
18	3.2293e-04	8.5859e-05	177.958
19	2.7645e-04	7.7854e-05	190.513
20	2.3282e-04	7.1350e-05	203.18
21	1.9820e-04	6.7948e-05	214.634
22	1.6511e-04	6.4975e-05	228.499
23	1.4676e-04	6.2879e-05	241.818
24	1.3136e-04	6.1909e-05	254.881
25	1.2113e-04	6.1206e-05	270.071
26	1.1089e-04	6.0848e-05	281.778
27	1.0372e-04	6.0658e-05	307.348
28	9.5075e-05	6.0367e-05	316.586
29	8.9989e-05	6.0153e-05	330.05
30	8.4512e-05	5.9958e-05	344.983
31	8.1011e-05	5.9982e-05	364.812
32	7.9015e-05	5.9903e-05	385.531
33	7.7515e-05	5.9917e-05	403.308
34	7.6907e-05	5.9971e-05	407.401
35	7.6744e-05	6.0028e-05	435.626
36	7.5328e-05	6.0009e-05	442.303
37	7.4736e-05	6.0075e-05	470.688
38	7.4118e-05	6.0122e-05	486.429
39	7.3727e-05	6.0154e-05	510.125
40	7.3684e-05	6.0189e-05	529.628
