1	7.6695e-01	6.1640e-01	0.004142
2	4.2928e-01	3.5540e-01	0.00819
3	2.0993e-01	1.4912e-01	0.015106
4	8.4570e-02	5.7071e-02	0.022153
5	4.1722e-02	2.4523e-02	0.024037
6	1.8842e-02	9.6160e-03	0.027376
7	9.1874e-03	3.3488e-03	0.025666
8	6.9521e-03	5.0766e-03	0.027859
9	1.1911e-02	9.0423e-03	0.031357
10	1.8964e-02	1.5679e-02	0.034492
11	2.3458e-02	2.0318e-02	0.038157
12	2.9545e-02	2.7955e-02	0.041486
13	3.7826e-02	3.4690e-02	0.045188
14	4.6116e-02	4.4921e-02	0.049358
15	5.5074e-02	5.3164e-02	0.052833
16	6.8851e-02	6.5855e-02	0.057488
17	7.8324e-02	7.6036e-02	0.06722
18	9.5122e-02	9.3030e-02	0.069983
19	1.0854e-01	1.0553e-01	0.071609
20	1.2759e-01	1.2570e-01	0.073295
21	1.4372e-01	1.4031e-01	0.077444
22	1.6406e-01	1.6418e-01	0.082674
23	1.8480e-01	1.8176e-01	0.087257
24	2.0998e-01	2.1012e-01	0.093781
25	2.3501e-01	2.3124e-01	0.097951
26	2.6392e-01	2.6504e-01	0.1041
27	2.9634e-01	2.8897e-01	0.109084
28	3.2984e-01	3.2999e-01	0.113959
29	3.6319e-01	3.5768e-01	0.120099
30	4.0971e-01	4.0679e-01	0.128829
31	4.4217e-01	4.3773e-01	0.132094
32	5.0514e-01	4.9989e-01	0.13862
33	5.4589e-01	5.3538e-01	0.146707
34	6.1317e-01	6.0870e-01	0.153482
35	6.6658e-01	6.5023e-01	0.159339
36	7.5396e-01	7.4009e-01	0.165572
37	8.1035e-01	7.8719e-01	0.175809
38	9.2780e-01	8.9566e-01	0.180601
39	9.9867e-01	9.5682e-01	0.187841
40	1.1464e+00	1.0949e+00	0.194985
