1	6.8017e-01	6.0704e-01	3.13091
2	3.4503e-01	2.6327e-01	4.2668
3	1.3729e-01	8.3704e-02	6.00297
4	5.3915e-02	2.6673e-02	7.43676
5	2.6749e-02	1.1154e-02	9.19388
6	1.4849e-02	5.5056e-03	10.8972
7	8.7745e-03	2.9278e-03	12.3269
8	5.4268e-03	1.6705e-03	14.0024
9	3.7363e-03	1.0791e-03	15.766
10	2.3950e-03	6.3605e-04	17.4699
11	1.6459e-03	4.2241e-04	19.6872
12	1.2386e-03	3.0690e-04	21.0715
13	8.8349e-04	2.2008e-04	23.1133
14	6.3415e-04	1.6044e-04	25.0233
15	4.8502e-04	1.2999e-04	27.3636
16	3.8453e-04	1.1406e-04	29.5303
17	3.1335e-04	1.0412e-04	31.5056
18	2.6727e-04	9.7622e-05	33.5907
19	2.3199e-04	9.5274e-05	35.9828
20	2.0074e-04	9.2976e-05	38.5838
21	1.7472e-04	9.1234e-05	40.7493
22	1.5386e-04	9.0981e-05	43.2207
23	1.4596e-04	9.0359e-05	46.1036
24	1.4268e-04	9.1182e-05	48.4103
25	1.3979e-04	9.1160e-05	51.3841
26	1.3587e-04	9.1509e-05	53.8115
27	1.3456e-04	9.1516e-05	56.5934
28	1.3281e-04	9.2161e-05	59.0563
29	1.3316e-04	9.2370e-05	62.2277
30	1.3126e-04	9.2561e-05	65.2071
31	1.3222e-04	9.2717e-05	67.9791
32	1.3188e-04	9.2956e-05	71.318
33	1.3072e-04	9.2954e-05	74.0402
34	1.3073e-04	9.3100e-05	78.0221
35	1.3057e-04	9.3319e-05	81.0439
36	1.2883e-04	9.3379e-05	84.2867
37	1.2916e-04	9.3553e-05	87.9835
38	1.2853e-04	9.3622e-05	91.6333
39	1.2920e-04	9.3788e-05	95.2123
40	1.2871e-04	9.3743e-05	98.7739
