1	6.6359e-01	5.8972e-01	0.008015
2	3.1459e-01	2.3611e-01	0.012964
3	1.0718e-01	6.4124e-02	0.019359
4	3.5314e-02	1.7716e-02	0.024365
5	1.3724e-02	6.2015e-03	0.030259
6	7.2576e-03	3.5937e-03	0.035936
7	5.5036e-03	3.0182e-03	0.040503
8	4.8209e-03	2.9758e-03	0.046441
9	4.6317e-03	3.0762e-03	0.052047
10	4.5359e-03	3.0847e-03	0.058102
11	4.2044e-03	3.0920e-03	0.064222
12	4.1832e-03	3.0715e-03	0.0701
13	4.1032e-03	3.0629e-03	0.077038
14	3.9233e-03	3.0844e-03	0.083727
15	3.9052e-03	3.0846e-03	0.090934
16	3.8709e-03	3.0839e-03	0.098143
17	3.8718e-03	3.0811e-03	0.104503
18	3.8718e-03	3.0811e-03	0.115724
19	3.8718e-03	3.0810e-03	0.130197
20	3.8718e-03	3.0810e-03	0.134031
21	3.8718e-03	3.0810e-03	0.136126
22	3.8718e-03	3.0810e-03	0.14521
23	3.8718e-03	3.0810e-03	0.152819
24	3.8718e-03	3.0810e-03	0.161338
25	3.8718e-03	3.0810e-03	0.171465
26	3.8718e-03	3.0810e-03	0.179998
27	3.8718e-03	3.0810e-03	0.189981
28	3.8718e-03	3.0810e-03	0.200047
29	3.8718e-03	3.0810e-03	0.210382
30	3.8718e-03	3.0810e-03	0.222267
31	3.8718e-03	3.0810e-03	0.232022
32	3.8718e-03	3.0810e-03	0.243336
33	3.8718e-03	3.0810e-03	0.255301
34	3.8718e-03	3.0810e-03	0.267455
35	3.8718e-03	3.0810e-03	0.277003
36	3.8718e-03	3.0810e-03	0.290592
37	3.8718e-03	3.0810e-03	0.301603
38	3.8718e-03	3.0810e-03	0.314953
39	3.8718e-03	3.0810e-03	0.327097
40	3.8718e-03	3.0810e-03	0.339757
