1	7.6714e-01	6.7964e-01	1.39689
2	4.9265e-01	3.9273e-01	2.25821
3	2.2983e-01	1.7972e-01	3.67907
4	9.1912e-02	7.0883e-02	4.40578
5	4.0197e-02	2.8470e-02	5.54016
6	1.9099e-02	1.2385e-02	6.55739
7	8.8222e-03	5.2050e-03	7.48097
8	4.0695e-03	2.0242e-03	8.83412
9	1.9544e-03	1.0008e-03	9.55672
10	1.3186e-03	4.9275e-04	10.809
11	7.6277e-04	2.7969e-04	11.6754
12	5.6000e-04	1.9648e-04	12.7903
13	3.8716e-04	1.2610e-04	14.0455
14	2.9259e-04	8.8448e-05	15.2029
15	2.1829e-04	6.3430e-05	16.8624
16	2.0171e-04	5.4101e-05	19.5131
17	1.5553e-04	5.1533e-05	19.8809
18	1.2010e-04	5.9775e-05	20.3427
19	1.2793e-04	7.5971e-05	21.4562
20	1.5311e-04	9.4428e-05	22.8122
21	1.8840e-04	1.1927e-04	24.1332
22	2.2811e-04	1.5087e-04	25.924
23	2.6500e-04	1.8048e-04	27.0965
24	2.9348e-04	2.0785e-04	28.4452
25	3.2259e-04	2.3590e-04	30.3123
26	3.5064e-04	2.6043e-04	31.8205
27	3.7395e-04	2.8071e-04	33.2632
28	3.9221e-04	2.9883e-04	35.2024
29	4.0075e-04	3.1302e-04	36.5531
30	4.0986e-04	3.2475e-04	38.2154
31	4.1435e-04	3.3513e-04	40.2705
32	4.1973e-04	3.4570e-04	41.8357
33	4.2408e-04	3.5648e-04	43.773
34	4.3228e-04	3.6853e-04	45.8383
35	4.3648e-04	3.7907e-04	47.6597
36	4.4667e-04	3.9279e-04	50.2122
37	4.5056e-04	4.0447e-04	51.5719
38	4.6046e-04	4.1848e-04	53.4968
39	4.6750e-04	4.3153e-04	55.9569
40	4.7692e-04	4.4696e-04	58.0222
