1	7.8431e-01	6.7839e-01	0.513187
2	4.8863e-01	3.8725e-01	0.523225
3	2.2630e-01	1.7586e-01	0.782143
4	9.0174e-02	6.8952e-02	0.996498
5	4.0957e-02	2.8140e-02	1.27317
6	1.9444e-02	1.2124e-02	1.57838
7	9.7667e-03	5.2672e-03	1.78108
8	4.9467e-03	2.1200e-03	1.98151
9	2.4636e-03	1.0729e-03	2.16351
10	1.7166e-03	5.7104e-04	2.36915
11	1.1793e-03	3.1901e-04	2.61888
12	6.9480e-04	2.1193e-04	2.79686
13	5.3324e-04	1.3851e-04	3.04464
14	3.4304e-04	1.4078e-04	3.28434
15	3.5796e-04	2.0553e-04	3.51466
16	4.5610e-04	2.8462e-04	3.74879
17	5.6571e-04	3.7936e-04	3.98862
18	6.7420e-04	4.7668e-04	4.26921
19	8.1421e-04	5.8881e-04	4.53983
20	9.5786e-04	7.1155e-04	4.82214
21	1.0665e-03	8.2749e-04	5.10745
22	1.2347e-03	9.6420e-04	5.42314
23	1.3825e-03	1.0947e-03	5.71371
24	1.5075e-03	1.2203e-03	6.02248
25	1.6522e-03	1.3666e-03	6.32625
26	1.8020e-03	1.4946e-03	6.66939
27	1.9294e-03	1.6238e-03	7.02105
28	2.0644e-03	1.7412e-03	7.34292
29	2.1374e-03	1.8527e-03	7.70629
30	2.2512e-03	1.9628e-03	8.04985
31	2.2886e-03	2.0591e-03	8.54056
32	2.3838e-03	2.1653e-03	8.83995
33	2.4286e-03	2.2623e-03	9.25665
34	2.5138e-03	2.3733e-03	9.60553
35	2.5450e-03	2.4768e-03	10.1451
36	2.6294e-03	2.5970e-03	10.3659
37	2.6711e-03	2.7045e-03	10.7699
38	2.7572e-03	2.8340e-03	11.427
39	2.7984e-03	2.9526e-03	11.7309
40	2.9015e-03	3.0926e-03	12.1732
