1	8.5386e-01	8.1368e-01	0.713215
2	6.3273e-01	5.6216e-01	0.903977
3	3.9456e-01	3.1395e-01	1.29113
4	2.1041e-01	1.4718e-01	1.66355
5	1.2332e-01	7.6819e-02	2.30986
6	7.3041e-02	4.1689e-02	2.51824
7	4.4799e-02	2.2896e-02	2.85223
8	2.6413e-02	1.2293e-02	3.26749
9	1.7424e-02	7.8281e-03	3.67394
10	1.0991e-02	4.5217e-03	4.06649
11	7.6007e-03	2.9176e-03	4.44855
12	5.5054e-03	2.0262e-03	4.80671
13	3.7274e-03	1.3068e-03	5.24439
14	2.6464e-03	9.1533e-04	5.64512
15	1.8249e-03	6.3112e-04	6.06852
16	1.3611e-03	4.8214e-04	6.49332
17	1.1018e-03	4.0959e-04	6.93353
18	8.6262e-04	3.5450e-04	7.39522
19	7.3732e-04	3.3067e-04	7.90012
20	6.8148e-04	3.2489e-04	8.3908
21	6.2782e-04	3.2081e-04	8.87807
22	5.8409e-04	3.2322e-04	9.40786
23	5.6103e-04	3.2514e-04	10.0671
24	5.6498e-04	3.3355e-04	10.5195
25	5.6578e-04	3.3998e-04	11.0615
26	5.6615e-04	3.4520e-04	11.5934
27	5.6438e-04	3.4870e-04	12.2001
28	5.6658e-04	3.5194e-04	12.7686
29	5.6555e-04	3.5337e-04	13.3291
30	5.6179e-04	3.5568e-04	13.8813
31	5.5547e-04	3.5553e-04	14.5408
32	5.5178e-04	3.5619e-04	15.1988
33	5.4253e-04	3.5610e-04	16.1239
34	5.4897e-04	3.5940e-04	16.6097
35	5.4117e-04	3.5852e-04	17.237
36	5.3657e-04	3.6014e-04	17.8668
37	5.2951e-04	3.5951e-04	18.593
38	5.2296e-04	3.5948e-04	19.2783
39	5.1712e-04	3.5937e-04	20.088
40	5.1239e-04	3.6076e-04	20.7853
